id,Country,Discipline[A1],Discipline[A2],Discipline[A3],Discipline[A4],Discipline[A5],Discipline[A6],Discipline[A7],Discipline[A8],Discipline[other],Gender,CareerStatus,Institution,NPublishedCor,PDepositedCor,CorSomeComparison[A1],CorSomeComparison[A2],CorSomeComparison[A3],CorSomeComparison[A4],CorSomeComparison[A5],CorSomeComparison[A6],CorSomeDeposited[A1],CorSomeDeposited[A2],CorSomeDeposited[A3],CorSomeDeposited[A4],CorSomeDeposited[A5],CorSomeDeposited[A6],CorSomeDeposited[A7],CorSomeDeposited[A8],CorSomeDeposited[A9],CorSomeDeposited[A10],CorSomeDeposited[A11],CorSomeDeposited[A12],CorSomeDeposited[A13],CorAllDeposited[A1],CorAllDeposited[A2],CorAllDeposited[A3],CorAllDeposited[A4],CorAllDeposited[A5],CorAllDeposited[A6],CorAllDeposited[A7],CorAllDeposited[A8],CorAllDeposited[A9],CorAllDeposited[A10],CorAllDeposited[A11],CorAllDeposited[A12],CorAllDeposited[A13],CorSomeNotDeposited[A1],CorSomeNotDeposited[A2],CorSomeNotDeposited[A3],CorSomeNotDeposited[A4],CorSomeNotDeposited[A5],CorSomeNotDeposited[A6],CorSomeNotDeposited[A7],CorSomeNotDeposited[A8],CorSomeNotDeposited[A9],CorNoneNotDeposited[A1],CorNoneNotDeposited[A2],CorNoneNotDeposited[A3],CorNoneNotDeposited[A4],CorNoneNotDeposited[A5],CorNoneNotDeposited[A6],CorNoneNotDeposited[A7],CorNoneNotDeposited[A8],CorNoneNotDeposited[A9],Region
562,United States of America,,,,,,Psychology,,,,Male,Postdoctoral researcher,University,11-20,Some of these articles were also deposited as preprints*,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
563,Portugal,,,Decision sciences,"Economics, econometrics and finance",,,,,,Male,Assistant professor,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Global North
564,Spain,,,,,,,Social sciences,,,Male,Professor,University,6-10,Some of these articles were also deposited as preprints*,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,,,,,,,,,,Global North
565,United States of America,,,,,,,Social sciences,,,Male,Associate professor,University,1-2,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Strongly agree,Neutral,,,,,,,,,,,,,,,,,,,Global North
567,United States of America,,,,,,,Social sciences,,,Female,Professor,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Global North
568,Colombia,Arts and humanities,,,,Multidisciplinary,,Social sciences,,,Male,Professor,University,21+,Some of these articles were also deposited as preprints*,Neutral,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,,,,,,,,,,,,,,Disagree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,,,,,,,,,,Global South
570,Iran (Islamic Republic of),,,,,,,,,Health ,Female,Professor,University,21+,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,Agree,Agree,Neutral,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,,,,,,,,,,Global South
571,Mexico,,,,,,,Social sciences,,,Male,Professor,Non-university research institution,11-20,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Strongly disagree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global South
574,Slovenia,,"Business, management and accounting",,,,,Social sciences,,,Male,Phd student/holder,Business or industry,21+,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Neutral,,,,,,,,,,,,,,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
575,France,,,,,,,Social sciences,,,Female,Researcher,Non-university research institution,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Global North
577,United States of America,Arts and humanities,,,,,,,,,Male,Postdoctoral researcher,University,3-5,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Agree,Strongly disagree,Strongly disagree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,Global North
578,Switzerland,,,,"Economics, econometrics and finance",,,,,,Female,Other,Non-university research institution,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Global North
579,United States of America,Arts and humanities,,,,Multidisciplinary,,,,,Male,Professor,University,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Global North
580,Uzbekistan,,,,,,Psychology,,,,Male,Phd student/holder,University,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Global South
581,Germany,,,,,,,,,Statistics,Male,Business or industry professional,Business or industry,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Disagree,Global North
582,United States of America,Arts and humanities,,,,,,,,,Male,Business or industry professional,Business or industry,3-5,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,,,,,,,,,,,,,,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,Global North
583,Thailand,,"Business, management and accounting",,"Economics, econometrics and finance",Multidisciplinary,,Social sciences,,,Male,Professor,University,21+,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Agree,,,,,,,,,,,,,,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,,,,,,,,,,Global South
586,Singapore,Arts and humanities,,,,Multidisciplinary,,Social sciences,,,Male,Postdoctoral researcher,Independent,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Global North
587,Denmark,Arts and humanities,,,,Multidisciplinary,,Social sciences,,,Male,Associate professor,University,3-5,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
588,Malaysia,,,,,,,Social sciences,,,Female,Phd student/holder,University,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Global South
589,Italy,,,,,,,Social sciences,,,Male,Assistant professor,University,6-10,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Disagree,Neutral,Agree,,,,,,,,,,,,,,Disagree,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,,,,,,,,,Global North
590,Germany,,,,,,,Social sciences,,,Male,Professor,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Global North
591,Switzerland,Arts and humanities,,,,Multidisciplinary,,Social sciences,,,Male,Postdoctoral researcher,Non-university research institution,3-5,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Neutral,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
592,Spain,,,,"Economics, econometrics and finance",,,,,,Female,Assistant professor,University,1-2,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,Global North
593,Turkey,,,,"Economics, econometrics and finance",Multidisciplinary,,Social sciences,,,Female,Associate professor,University,1-2,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
595,United States of America,,,,,,Psychology,,,Sustainability,Male,Researcher,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Global North
596,Spain,,,,,,Psychology,,,,Male,Associate professor,University,21+,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Strongly agree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,Global North
598,Bangladesh,Arts and humanities,,,,,,,,,Female,Assistant professor,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Global South
599,United States of America,,,,,,Psychology,,,,Female,Assistant professor,University,21+,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
600,Canada,,,,"Economics, econometrics and finance",,,,,,Female,Phd student/holder,University,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Global North
602,Sri Lanka,,,,,,,Social sciences,,,Female,Assistant professor,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Disagree,Neutral,Strongly agree,Global South
603,Oman,Arts and humanities,,,,,,,,,Male,Assistant professor,University,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Global South
604,China,,,,"Economics, econometrics and finance",,,,,,Female,Phd student/holder,University,1-2,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,,,Global South
606,Italy,,"Business, management and accounting",,"Economics, econometrics and finance",,,,,,Male,Postdoctoral researcher,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Neutral,Disagree,Global North
607,the United Kingdom of Great Britain and Northern Ireland,Arts and humanities,,,,,,,,,Male,Postdoctoral researcher,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Agree,Global North
608,France,,,,"Economics, econometrics and finance",,,,,,Male,Assistant professor,Non-university research institution,6-10,Some of these articles were also deposited as preprints*,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Neutral,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,,,,,,,,,,Global North
611,the United Kingdom of Great Britain and Northern Ireland,,,,"Economics, econometrics and finance",,,,,,Male,Associate professor,University,6-10,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,Global North
613,United States of America,,,,,,Psychology,,,,Male,Associate professor,University,21+,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
614,Spain,Arts and humanities,,,,,,,,,Female,Professor,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Strongly disagree,Neutral,Strongly disagree,Neutral,Agree,Neutral,Global North
616,Egypt,Arts and humanities,,,,,,,,,Female,Phd student/holder,University,3-5,Some of these articles were also deposited as preprints*,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,,,,,,,,,,,,,,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,,,,,,,,,,Global South
620,Brazil,,"Business, management and accounting",,,,,,,Production engineering,Female,Master student/holder,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Neutral,Neutral,Agree,Strongly agree,Disagree,Neutral,Global South
621,Australia,,,,,,,,,Human computer interaction,Female,Postdoctoral researcher,University,6-10,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,Global North
622,Japan,,,,,,Psychology,Social sciences,,,Female,Professor,University,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Agree,Strongly agree,Strongly disagree,Strongly disagree,Global North
623,Indonesia,,,,,,,,,Earth sciences,Male,Assistant professor,University,21+,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,Global South
624,United States of America,,,,,Multidisciplinary,,,,,Male,Prefer not to say,University,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Global North
625,the United Kingdom of Great Britain and Northern Ireland,Arts and humanities,,Decision sciences,"Economics, econometrics and finance",Multidisciplinary,Psychology,Social sciences,,,Male,Postdoctoral researcher,University,3-5,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,,,,,,,,,,,,,,Strongly disagree,Neutral,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,Global North
626,Finland,,,,,,,Social sciences,,,Female,Postdoctoral researcher,Non-university research institution,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Global North
