id,submitdate,lastpage,startlanguage,startdate,datestamp,Country,Country[other],Discipline[A3],Discipline[A2],Discipline[A4],Discipline[A1],Discipline[A5],Discipline[other],Gender,CareerStatus,CareerStatus[other],Institution,Institution[other],NPublishedCor,PDepositedCor,CorSomeComparison[A1],CorSomeComparison[A2],CorSomeComparison[A3],CorSomeComparison[A4],CorSomeComparison[A5],CorSomeComparison[A6],CorSomeDeposited[A1],CorSomeDeposited[A2],CorSomeDeposited[A3],CorSomeDeposited[A4],CorSomeDeposited[A5],CorSomeDeposited[A6],CorSomeDeposited[A7],CorSomeDeposited[A8],CorSomeDeposited[A9],CorSomeDeposited[A10],CorSomeDeposited[A11],CorSomeDeposited[A12],CorSomeDeposited[A13],CorAllDeposited[A1],CorAllDeposited[A2],CorAllDeposited[A3],CorAllDeposited[A4],CorAllDeposited[A5],CorAllDeposited[A6],CorAllDeposited[A7],CorAllDeposited[A8],CorAllDeposited[A9],CorAllDeposited[A10],CorAllDeposited[A11],CorAllDeposited[A12],CorAllDeposited[A13],CorSomeNotDeposited[A1],CorSomeNotDeposited[A2],CorSomeNotDeposited[A3],CorSomeNotDeposited[A4],CorSomeNotDeposited[A5],CorSomeNotDeposited[A6],CorSomeNotDeposited[A7],CorSomeNotDeposited[A8],CorSomeNotDeposited[A9],CorNoneNotDeposited[A1],CorNoneNotDeposited[A2],CorNoneNotDeposited[A3],CorNoneNotDeposited[A4],CorNoneNotDeposited[A5],CorNoneNotDeposited[A6],CorNoneNotDeposited[A7],CorNoneNotDeposited[A8],CorNoneNotDeposited[A9],interviewtime,groupTime1260,CountryTime,DisciplineTime,GenderTime,CareerStatusTime,InstitutionTime,groupTime1258,NPublishedCorTime,PDepositedCorTime,groupTime1259,CorSomeComparisonTime,CorComparisonFreeTime,CorSomeDepositedTime,CorAllDepositedTime,CorDepositedFreeTime,CorSomeNotDepositedTime,CorNoneNotDepositedTime,CorNotDepositedFreeTime,groupTime1261,FeedbackSurveyTime,FollowUpParticipantTime,FollowUpEmailTime
521,,0.0,en,2020-12-06 16:57:56,2020-12-06 16:58:00,,,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,,,,,,,,,,,,,,,,,,,,,
522,2020-12-06 18:49:20,4.0,en,2020-12-06 18:44:36,2020-12-06 18:49:20,India,,No,No,No,No,No,Literature,Male,Postdoctoral researcher,,University,,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,285.34,98.14,,,,,,49.05,,,95.86,,,,,,,,,42.29,,,
523,2020-12-06 23:24:19,4.0,en,2020-12-06 23:19:04,2020-12-06 23:24:19,Australia,,No,No,No,No,No,Accounting,Male,Professor,,University,,3-5,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Agree,Neutral,Agree,Disagree,Strongly disagree,,,,,,,,,,317.34,39.67,,,,,,28.9,,,236.76,,,,,,,,,12.01,,,
524,2020-12-07 01:03:30,4.0,en,2020-12-07 00:58:12,2020-12-07 01:03:30,Australia,,Yes,Yes,No,Yes,No,,Male,Assistant Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,,,,,,,,,,319.15,45.67,,,,,,54.11,,,175.74,,,,,,,,,43.63,,,
525,2020-12-07 02:37:25,4.0,en,2020-12-07 02:26:32,2020-12-07 02:37:25,Indonesia,,No,No,No,No,No,Business & Accounting,Male,Associate Professor,,University,,21+,Some of these articles were also deposited as working paper*,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,,,,,,,,,,,,,,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Agree,Agree,,,,,,,,,,654.93,63.68,,,,,,109.7,,,434.37,,,,,,,,,47.18,,,
526,2020-12-07 02:55:59,4.0,en,2020-12-07 02:52:31,2020-12-07 02:55:59,United States of America,,Yes,No,No,No,No,,Male,Associate Professor,,University,,21+,Some of these articles were also deposited as working paper*,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly disagree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,210.25,38.63,,,,,,23.29,,,136.4,,,,,,,,,11.93,,,
527,2020-12-07 04:45:19,4.0,en,2020-12-07 04:42:07,2020-12-07 04:45:19,Thailand,,Yes,Yes,No,Yes,No,,Male,Assistant Professor,,University,,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Neutral,Neutral,193.2,43.33,,,,,,31.04,,,87.93,,,,,,,,,30.9,,,
528,,,en,2020-12-07 05:53:36,2020-12-07 05:53:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
529,2020-12-07 07:18:19,4.0,en,2020-12-07 07:13:30,2020-12-07 07:18:19,Czech Republic,,No,No,No,No,Yes,,Male,Assistant Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Neutral,Agree,Neutral,Neutral,Strongly agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,290.51,60.6,,,,,,43.56,,,181.22,,,,,,,,,5.13,,,
530,2020-12-07 07:21:45,4.0,en,2020-12-07 07:15:29,2020-12-07 07:21:45,Saudi Arabia,,No,No,No,No,No,Entrepreneurship ,Female,Professor,,University,,3-5,Some of these articles were also deposited as working paper*,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,,,,,,,,,,377.81,68.08,,,,,,56.28,,,229.55,,,,,,,,,23.9,,,
531,2020-12-07 08:00:48,4.0,en,2020-12-07 07:58:46,2020-12-07 08:00:48,Czech Republic,,Yes,No,No,No,No,,Female,Associate Professor,,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,123.46,39.59,,,,,,20.02,,,53.59,,,,,,,,,10.26,,,
532,2020-12-07 08:14:49,4.0,en,2020-12-07 08:10:13,2020-12-07 08:14:49,Netherlands,,Yes,No,No,No,No,,Male,Business or industry professional,,Other,company,1-2,Some of these articles were also deposited as working paper*,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,,,,,,,,,,277.4,55.1,,,,,,16.49,,,183.48,,,,,,,,,22.33,,,
533,2020-12-07 09:58:46,4.0,en,2020-12-07 09:52:10,2020-12-07 09:58:46,Germany,,No,No,Yes,No,No,Sustainable Finance,Male,PhD student,,Business or industry,,1-2,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Neutral,Disagree,398.13,233.55,,,,,,31.12,,,96.83,,,,,,,,,36.63,,,
534,,2.0,en,2020-12-07 10:30:00,2020-12-07 10:36:13,Spain,,No,No,No,No,No,Moral and Political Philosophy,Male,Assistant Professor,,University,,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.35,103.85,,,,,,270.5,,,,,,,,,,,,,,,
535,2020-12-07 14:31:02,4.0,en,2020-12-07 14:27:59,2020-12-07 14:31:02,Belgium,,Yes,No,No,No,No,,Female,Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,Disagree,Strongly agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,185.64,44.27,,,,,,24.69,,,105.68,,,,,,,,,11.0,,,
536,,2.0,en,2020-12-07 15:00:22,2020-12-07 15:01:12,Portugal,,Yes,No,No,No,No,,Female,Assistant Professor,,University,,3-5,Some of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.92,29.53,,,,,,21.39,,,,,,,,,,,,,,,
537,,0.0,en,2020-12-07 16:02:46,2020-12-07 16:03:02,,,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.26,16.26,,,,,,,,,,,,,,,,,,,,,
538,2020-12-07 17:06:04,4.0,en,2020-12-07 17:00:49,2020-12-07 17:06:04,Poland,,No,No,No,No,No,Social sciences (sociology/geography),Female,Assistant Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,318.43,65.67,,,,,,106.85,,,102.95,,,,,,,,,42.96,,,
539,,2.0,en,2020-12-07 17:47:33,2020-12-07 18:16:37,Portugal,,Yes,No,No,No,No,,Female,Assistant Professor,,University,,3-5,Some of these articles were also deposited as working paper*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.75,20.3,,,,,,16.81,,,1708.64,,,,,,,,,,,,
540,2020-12-07 20:41:24,4.0,en,2020-12-07 20:35:54,2020-12-07 20:41:24,United States of America,,Yes,No,No,No,No,,Female,Professor,,Non-university research institution,,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,,,,,,,,,,,,,,Disagree,Strongly agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,332.25,35.58,,,,,,14.77,,,272.21,,,,,,,,,9.69,,,
541,2020-12-08 06:52:08,4.0,en,2020-12-08 06:45:08,2020-12-08 06:52:08,Germany,,Yes,No,No,No,No,,Male,Postdoctoral researcher,,Non-university research institution,,3-5,Some of these articles were also deposited as working paper*,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,,,,,,,,,,421.65,37.54,,,,,,139.0,,,230.11,,,,,,,,,15.0,,,
542,2020-12-08 09:04:50,4.0,en,2020-12-08 08:50:21,2020-12-08 09:04:50,Bangladesh,,No,No,No,No,No,Forestry,Male,Other,Government Job,Other,Government,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,,,,,,,,,,,,,,,,,,,870.79,75.11,,,,,,52.52,,,105.38,,,,,,,,,637.78,,,
543,2020-12-08 10:59:54,4.0,en,2020-12-08 10:52:54,2020-12-08 10:59:54,Germany,,Yes,No,No,No,No,,Female,Assistant Professor,,University,,3-5,Some of these articles were also deposited as working paper*,Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,,,,,,,,,,,,,,Strongly disagree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,422.62,51.37,,,,,,175.89,,,172.53,,,,,,,,,22.83,,,
544,,,en,2020-12-08 11:02:33,2020-12-08 11:02:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
545,,0.0,en,2020-12-08 12:02:27,2020-12-08 12:03:23,South Africa,,No,No,No,No,No,Genetics,,Assistant Professor,,University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.45,56.45,,,,,,,,,,,,,,,,,,,,,
546,2020-12-08 12:32:21,4.0,en,2020-12-08 12:25:59,2020-12-08 12:32:21,Italy,,Yes,No,No,No,No,,Male,Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,,,,,,,,,,384.3,44.71,,,,,,68.93,,,231.95,,,,,,,,,38.71,,,
547,2020-12-08 12:33:24,4.0,en,2020-12-08 12:30:25,2020-12-08 12:33:24,Greece,,Yes,No,No,No,No,Regional Development,Female,Postdoctoral researcher,,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly disagree,180.46,54.91,,,,,,21.1,,,72.45,,,,,,,,,32.0,,,
548,2020-12-08 13:06:29,4.0,en,2020-12-08 12:56:29,2020-12-08 13:06:29,Indonesia,,No,No,No,No,No,Management,Male,Professor,,University,,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,,,601.69,93.26,,,,,,32.59,,,420.42,,,,,,,,,55.42,,,
549,2020-12-08 16:42:14,4.0,en,2020-12-08 16:38:10,2020-12-08 16:42:14,the United Kingdom of Great Britain and Northern Ireland,,No,No,Yes,No,No,,Male,Professor,,University,,1-2,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,,,,,,,,,,,,,,,,,,,245.49,109.5,,,,,,22.66,,,100.43,,,,,,,,,12.9,,,
550,2020-12-08 17:14:18,4.0,en,2020-12-08 17:09:04,2020-12-08 17:14:18,Colombia,,Yes,Yes,Yes,Yes,No,,Male,Associate Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,315.91,38.24,,,,,,27.62,,,216.7,,,,,,,,,33.35,,,
551,2020-12-08 20:12:41,4.0,en,2020-12-08 20:07:55,2020-12-08 20:12:41,Indonesia,,No,No,No,Yes,No,,Male,Assistant Professor,,University,,21+,Some of these articles were also deposited as working paper*,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Agree,Neutral,,,,,,,,,,287.88,42.49,,,,,,26.39,,,211.79,,,,,,,,,7.21,,,
552,2020-12-08 22:15:19,4.0,en,2020-12-08 22:06:45,2020-12-08 22:15:19,the United Kingdom of Great Britain and Northern Ireland,,No,No,No,Yes,No,,Male,Associate Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Disagree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly disagree,,,,,,,,,,516.43,89.71,,,,,,65.91,,,321.21,,,,,,,,,39.6,,,
553,2020-12-08 23:20:43,4.0,en,2020-12-08 23:16:54,2020-12-08 23:20:43,United States of America,,Yes,No,No,No,No,Urban and Regional Planning,Male,Business or industry professional,,Business or industry,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Strongly agree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,231.08,67.66,,,,,,68.67,,,72.27,,,,,,,,,22.48,,,
554,2020-12-09 02:11:15,4.0,en,2020-12-09 02:07:54,2020-12-09 02:11:15,United States of America,,No,No,No,No,No,Mathematics,Male,Associate Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,202.96,61.61,,,,,,17.21,,,113.65,,,,,,,,,10.49,,,
555,2020-12-09 02:21:14,4.0,en,2020-12-09 02:17:28,2020-12-09 02:21:14,Canada,,No,No,No,No,No,Management,Female,Associate Professor,,University,,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,226.57,65.31,,,,,,36.02,,,107.57,,,,,,,,,17.67,,,
556,2020-12-09 05:50:56,4.0,en,2020-12-09 05:46:47,2020-12-09 05:50:56,Australia,,No,No,No,No,No,sociology,Female,Other,senior lecturer,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Neutral,Neutral,251.28,56.75,,,,,,66.51,,,122.91,,,,,,,,,5.11,,,
557,2020-12-09 07:05:39,4.0,en,2020-12-09 06:59:38,2020-12-09 07:05:39,Peru,,No,No,No,Yes,No,,Male,Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Agree,Disagree,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,363.61,53.52,,,,,,31.58,,,213.95,,,,,,,,,64.56,,,
558,,0.0,en,2020-12-09 08:38:30,2020-12-09 08:38:53,,,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.61,23.61,,,,,,,,,,,,,,,,,,,,,
559,2020-12-09 11:18:00,4.0,en,2020-12-09 11:16:10,2020-12-09 11:18:00,Spain,,Yes,Yes,No,No,No,,Male,Professor,,University,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Neutral,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,110.79,31.2,,,,,,14.19,,,46.8,,,,,,,,,18.6,,,
560,2020-12-09 12:17:11,4.0,en,2020-12-09 12:13:34,2020-12-09 12:17:11,Sweden,,No,No,No,No,No,Accounting,Prefer not to say,Associate Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Agree,Neutral,Strongly disagree,Agree,Neutral,Agree,Strongly disagree,218.98,56.99,,,,,,86.88,,,64.38,,,,,,,,,10.73,,,
561,2020-12-09 16:39:06,4.0,en,2020-12-09 16:31:21,2020-12-09 16:39:06,France,,No,No,No,No,No,Sociology,Female,PhD student,,University,,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,467.31,51.69,,,,,,36.2,,,68.88,,,,,,,,,310.54,,,
562,2020-12-09 21:05:26,4.0,en,2020-12-09 21:00:27,2020-12-09 21:05:26,New Zealand,,Yes,No,No,No,No,,Male,Professor,,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Disagree,Disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,301.31,41.54,,,,,,108.89,,,142.73,,,,,,,,,8.15,,,
563,2020-12-10 00:19:58,4.0,en,2020-12-10 00:15:32,2020-12-10 00:19:58,Colombia,,No,Yes,No,Yes,No,Health Economics,Male,Assistant Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Neutral,Neutral,Agree,Neutral,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,,,,,,,,,,,,,,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,266.48,33.19,,,,,,15.06,,,194.46,,,,,,,,,23.77,,,
564,2020-12-10 10:52:05,4.0,en,2020-12-10 10:42:59,2020-12-10 10:52:05,France,,Yes,No,No,No,No,"Ecology, Evolution, Behavior and Systematics",Male,Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,,,,,,,,,,398.52,43.65,,,,,,80.21,,,233.35,,,,,,,,,41.31,,,
565,2020-12-10 11:49:55,4.0,en,2020-12-10 11:44:20,2020-12-10 11:49:55,Czech Republic,,Yes,No,Yes,No,No,,Female,Business or industry professional,,Business or industry,,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,,,,,,,,,,,,,,,,,,,336.89,112.53,,,,,,50.39,,,133.8,,,,,,,,,40.17,,,
566,2020-12-10 12:01:42,4.0,en,2020-12-10 11:58:10,2020-12-10 12:01:42,Russian Federation,,Yes,No,No,No,No,,Male,Postdoctoral researcher,,Non-university research institution,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,213.18,56.99,,,,,,43.47,,,101.04,,,,,,,,,11.68,,,
567,2020-12-11 11:10:05,4.0,en,2020-12-11 11:00:30,2020-12-11 11:10:05,Poland,,No,Yes,No,No,No,,Male,Associate Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Disagree,Neutral,Neutral,Neutral,Strongly agree,Agree,Neutral,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Agree,Disagree,,,,,,,,,,,,,,Neutral,Agree,Strongly disagree,Agree,Neutral,Disagree,Neutral,Disagree,Strongly disagree,,,,,,,,,,577.22,48.7,,,,,,57.96,,,407.94,,,,,,,,,62.62,,,
568,,,en,2020-12-11 11:32:44,2020-12-11 11:32:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
569,,2.0,en,2020-12-11 13:43:43,2020-12-11 13:45:12,Russian Federation,,No,No,No,No,No,Sociology,Female,Masters student,,University,,1-2,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.86,63.97,,,,,,26.89,,,,,,,,,,,,,,,
570,2020-12-11 17:49:58,4.0,en,2020-12-11 17:43:07,2020-12-11 17:49:58,India,,No,No,No,Yes,No,,Male,Other,Senior Fellow,Non-university research institution,,1-2,Some of these articles were also deposited as working paper*,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,413.97,74.1,,,,,,48.16,,,258.04,,,,,,,,,33.67,,,
571,2020-12-11 20:01:52,4.0,en,2020-12-11 19:55:59,2020-12-11 20:01:52,United States of America,,Yes,No,No,No,No,,Male,Professor,,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,354.1,60.55,,,,,,150.95,,,102.1,,,,,,,,,40.5,,,
